PLEKHJ1,Plekhj1
GTF2H2,Gtf2h2
EIF2B1,Eif2b1
COL4A3,Col4a3
CLIC4,Clic4
NOP9,Nop9
FFAR1,Ffar1
KCTD4,Kctd4
ARFIP1,Arfip1
BTNL9,Btnl9
ASZ1,Asz1
GIPC1,Gipc1
LRRC72,Lrrc72
CA11,Car11
CES4A,Ces4a
USP9X,Usp9x
ZDHHC13,Zdhhc13
HEXA,Hexa
AEBP1,Aebp1
WASHC5,Washc5
ATP8A2,Atp8a2
DSCAML1,Dscaml1
ZFAND5,Zfand5
AP5S1,Ap5s1
THOC3,Thoc3
RAB42,Rab42
ACIN1,Acin1
ILKAP,Ilkap
RPL34,Rpl34-ps2
LYSMD3,Lysmd3
OR1B1,Olfr362
ADIPOR2,Adipor2
EPHA2,Epha2
GABBR1,Gabbr1
MAP4K5,Map4k5
VPS50,Vps50
FLT1,Flt1
SETD1B,
ATF6,Atf6
MC1R,Mc1r
C19H17orf53,BC030867
GSTT2B,Gstt2
SPHKAP,Sphkap
GJB5,Gjb5
DUSP16,Dusp16
DBH,Dbh
P2RX2,P2rx2
OR10X1,Olfr417
PRMT2,Prmt2
ZNF746,Zfp746
EME2,Eme2
TFAP2E,Tfap2e
APPL1,Appl1
ZC4H2,Zc4h2
ABTB2,Abtb2
ARHGAP24,Arhgap24
THUMPD2,Thumpd2
ABCB6,Abcb6
AAAS,Aaas
TFIP11,Tfip11
RBPMS,Rbpms
RABEP1,Rabep1
UBXN11,Ubxn11
NPY4R2,
LRRC37B,
POLR2I,Polr2i
ADCY7,Adcy7
ATMIN,Atmin
PARVA,Parva
RGD1305464,1700017B05Rik
RASSF5,Rassf5
THAP2,Thap2
NIPAL3,Nipal3
NUP188,Nup188
GOT2,Got2
TM7SF2,Tm7sf2
FAM189A1,Fam189a1
LEXM,Lexm
FAM3A,Fam3a
PDZRN3,Pdzrn3
KIAA1210,
MIPOL1,Mipol1
MIS18A,Mis18a
TCEA3,Tcea3
DCTN2,Dctn2
HOXB5,Hoxb5
TRIM23,Trim23
TRIM6-TRIM34,Trim34b
HAVCR2,Havcr2
MOS,Mos
NT5C2,Nt5c2
KLF5,Klf5
KLHL7,Klhl7
SOX1,Sox1
MINOS1,Minos1
TCF7L2,Tcf7l2
BEX2,
AR,Ar
POLE2,Pole2
HOXA2,Hoxa2
MFAP1,Mfap1b
C5H22orf23,1700088E04Rik
CDO1,Cdo1
FAM170B,Fam170b
TAF4,Taf4
GRIN1,Grin1
FETUB,Fetub
TFRC,Tfrc
ACOT11,Acot11
GJC1,Gjc1
GPR160,Gpr160
RTP4,Rtp4
DDX21,Ddx21
MTERF1,Mterf1b
USP10,Usp10
IARS2,Iars2
TRAPPC11,Trappc11
SLC25A22,Slc25a22
ST8SIA1,St8sia1
RXFP1,Rxfp1
C15H11orf91,A930018P22Rik
TMEM30A,Tmem30a
CCDC150,Ccdc150
C12H12orf74,
USP46,Usp46
CNBP,Cnbp
LOC511138,Gm960
PALM,Palm
NTAN1,Ntan1
MUC22,
PLXDC2,Plxdc2
HEPN1,
FGF17,Fgf17
CYP2D6,
FIP1L1,
EMC4,Emc4
SLC27A1,Slc27a1
MBNL2,Mbnl2
CBLB,Cblb
MRPL10,Mrpl10
ANK2,
AP2A1,Ap2a1
MTA2,Mta2
S1PR2,S1pr2
MAGEC2,
TAS2R46,Tas2r120
CLMN,Clmn
SHANK1,Shank1
STAG3,Stag3
PAX6,Pax6
HNF4A,Hnf4a
SVEP1,Svep1
SFXN4,Sfxn4
BRK1,Brk1
ZNF440,
RUFY3,Rufy3
GPRC5A,Gprc5a
MFAP3,Mfap3
TAS2R20,
CNTNAP4,Cntnap4
ALDH5A1,Aldh5a1
SYCP2L,Sycp2l
SCHIP1,Schip1
LIMK2,Limk2
SLC5A7,Slc5a7
MAP1B,Map1b
LRRC4B,Lrrc4b
ARMCX3,Armcx3
PCDHB10,
APOC2,Apoc2
UNC119,Unc119
RLBP1,Rlbp1
TRIM39,Trim39
SPACA3,Spaca3
CISD3,Cisd3b
C29H11orf84,AI846148
POLR3F,Polr3f
TMPRSS13,Tmprss13
PRMT8,Prmt8
EPB41L4B,Epb41l4b
NEB,Neb
ATG12,Atg12
TSPAN32,Tspan32
SLC16A8,Slc16a8
SDE2,Sde2
UTS2,Uts2
KIR2DL4,
KLHDC8B,Klhdc8b
VPS9D1,Vps9d1
PKD1,Pkd1
ENPP3,Enpp3
CTBS,Ctbs
CDK7,Cdk7
ZNF280C,Zfp280c
FSCB,
MED20,Med20
ABHD6,Abhd6
SURF4,Surf4
HSPH1,Hsph1
MORN3,Morn3
RNASE3,
IRF2BPL,Irf2bpl
TMEM178A,Tmem178
CEP85,Cep85
SOX10,Sox10
C2H18ORF21,Gm9182
TBCD,Tbcd
SNAI3,Snai3
URB2,Urb2
OVOL2,Ovol2
MRRF,Mrrf
DDX60,Ddx60
GOLT1B,Golt1b
LYSMD4,Lysmd4
KCNAB3,Kcnab3
TMED6,Tmed6
SMIM7,Smim7
EXT2,Ext2
CD300LF,Cd300lf
SPI1,Spi1
IFIH1,Ifih1
EBAG9,Ebag9
GNPAT,Gnpat
PPCS,Ppcs
CYP4X1,Cyp4x1
IL9R,Il9r
KCNIP3,Kcnip3
THNSL2,Thnsl2
TRIM37,Trim37
CYP4F11,Cyp4f40
MRPL3,Mrpl3
ARAF,Araf
HTR2C,Htr2c
MAGEB2,Mageb4
CYP4F2,Cyp4f18
GSPT1,Gspt1
HMG20B,Hmg20b
SDR16C5,Sdr16c5
RABGAP1L,Rabgap1l
OPRPN,
UBE2V1P10,
TRANK1,Trank1
SAE1,Sae1
ENDOD1,Endod1
LOC101929087,
PDLIM2,Pdlim2
DPPA5,Dppa5a
FAM20A,Fam20a
RAP1GDS1,Rap1gds1
P2RY2,P2ry2
ARL6IP4,Arl6ip4
PSG8,
UGT2B17,Ugt2b1
DEFB1,
DCAF8,Dcaf8
MAPK7,Mapk7
DOCK7,Dock7
CCDC40,Ccdc40
OR2G3,
VSIG10L,Vsig10l
XRCC1,Xrcc1
PGLYRP3,Pglyrp3
H2AFJ,H2afj
GSAP,Gsap
CRLF1,Crlf1
MREG,Mreg
RADIL,Radil
SERPINA1,Serpina1e
IFIT3,Ifit3b
OR14A16,
ADHFE1,Adhfe1
MPC2,Mpc2
FAM151B,Fam151b
SH3TC1,Sh3tc1
STRIP1,Strip1
CHMP4A,
TMEM184B,Tmem184b
NEIL1,Neil1
AADAT,Aadat
MRPL14,Mrpl14
COL19A1,Col19a1
DEFB131B,
DDO,Ddo
HSD17B2,Hsd17b2
UBQLN2,Ubqln2
TEDC2,Tedc2
FFAR3,Ffar3
NSMCE2,Nsmce2
GPR45,Gpr45
C29H11orf24,1810055G02Rik
IFNA6,
CLNS1A,Clns1a
CYB561A3,Cyb561a3
MYBBP1A,Mybbp1a
ELAVL4,Elavl4
UBE4B,Ube4b
SUSD6,Susd6
USP15,Usp15
KRT33A,
OR1A1,Olfr43
ISL2,Isl2
ADCK5,Adck5
NME8,Nme8
GPR88,Gpr88
CSGALNACT1,Csgalnact1
ADAM29,Adam29
ADAM20,Adam39
ENOX2,Enox2
PCDHGA4,Pcdhga4
GPD1L,Gpd1l
ISG15,Isg15
CNBD2,Cnbd2
SLC52A1,
SDS,Sds
ATP1A1,Atp1a1
HDGFL2,Hdgfl2
OXNAD1,Oxnad1
IL12RB1,Il12rb1
EGFLAM,Egflam
CXHXorf38,1810030O07Rik
TMEM65,Tmem65
SHANK3,Shank3
TMEM252,Tmem252
BRWD1,Brwd1
UBAP1,Ubap1
SPATA31E1,
CCDC160,Ccdc160
GNAL,Gnal
RNH1,Rnh1
CLEC10A,Mgl2
MRPS18C,Mrps18c
OLFML2B,Olfml2b
SEC14L3,Sec14l3
KIRREL3,Kirrel3
C7orf77,
PSIP1,Psip1
KCTD2,Kctd2
PAPD4,Papd4
MC5R,Mc5r
FUT4,Fut4
APOL3,
OR6K6,Olfr231
SLC25A13,Slc25a13
UHMK1,Uhmk1
CYP4V2,Cyp4v3
KLHDC8A,Klhdc8a
PON2,Pon2
AFM,Afm
TMEM107,Tmem107
GMPPA,Gmppa
OR2AG2,Olfr701
CEACAM4,
FAM120B,Fam120b
MAGEB16,Mageb16
FBXO30,Fbxo30
PDGFB,Pdgfb
HDAC3,Hdac3
GLUD2,
SERTM1,Sertm1
ADAM12,Adam12
DERA,Dera
UNC79,Unc79
VEGFC,Vegfc
HIST1H2AK,Hist1h2ac
OBP2B,Obp2a
SYNDIG1,Syndig1
ZNF883,
DHRS7B,Dhrs7b
ZNF182,Zfp182
ARSH,
ABI1,Abi1
KLHL36,Klhl36
EFEMP2,Efemp2
PMS1,Pms1
DNTT,Dntt
ARMC7,Armc7
SLC7A7,Slc7a7
UBR4,Ubr4
TMEM89,Tmem89
VSIG8,Vsig8
LRCOL1,Lrcol1
NPBWR2,
COPRS,Coprs
PSAPL1,Psapl1
KCNC3,Kcnc3
SMIM23,Smim23
TYRP1,Tyrp1
AMBN,Ambn
FAM35A,Fam35a
LAMA3,Lama3
MRPL18,Mrpl18
SPACA4,Spaca4
PTPRS,Ptprs
ZP2,Zp2
ACKR2,Ackr2
ANKRD40,Ankrd40
PAXX,Paxx
RBM15,Rbm15
NUDT8,Nudt8
ST6GALNAC3,St6galnac3
ARCN1,Arcn1
TRMT11,Trmt11
SGCB,Sgcb
GGA2,Gga2
WDR4,Wdr4
FBXO45,Fbxo45
DEFB130B,Defb47
TRPS1,Trps1
GPALPP1,Gpalpp1
SERPINF1,Serpinf1
ZBTB46,Zbtb46
IGFBPL1,Igfbpl1
OR8K1,Olfr1046
CCL3,
CFL1,Cfl1
EREG,Ereg
KLHL3,Klhl3
IFFO2,Iffo2
CALML6,
RBM28,Rbm28
MRPL23,Mrpl23
HCAR3,
KRTAP1-1,Krtap1-3
SLC39A10,Slc39a10
NEO1,Neo1
CA7,Car7
ATG4C,Atg4c
HSPA12B,Hspa12b
OR10T2,
PPFIBP2,Ppfibp2
GFI1,Gfi1
USP20,Usp20
NACC2,Nacc2
ILK,Ilk
CNFN,Cnfn
CTSB,Ctsb
ADD3,Add3
KIAA0408,9330159F19Rik
GALNT7,Galnt7
ZNF736,
UBE2D2,Ube2d2a
CDC42EP5,Cdc42ep5
IRGQ,Irgq
GPATCH4,Gpatch4
TRIM27,Trim27
NIP7,Nip7
KCNJ8,Kcnj8
ADH1A,
LUZP1,Luzp1
CENPQ,Cenpq
OR5B2,
LEO1,Leo1
P4HA3,P4ha3
OTOP1,Otop1
LOC101928049,
ALG5,Alg5
CZH5ORF30,D1Ertd622e
R3HDM1,R3hdm1
LOC100131303,
MYSM1,Mysm1
KNSTRN,Knstrn
WBP2NL,Wbp2nl
CCS,Ccs
LY75,Ly75
CDC25B,Cdc25b
FZD10,Fzd10
KIAA0368,AI314180
SPC24,Spc24
RPP14,Rpp14
PAG1,Pag1
REM2,Rem2
RIPPLY2,Ripply2
TNPO2,Tnpo2
SCAF8,Scaf8
SHISAL1,1810041L15Rik
DPH2,Dph2
C17H17orf77,
UNC13B,Unc13b
DPH3P1,
DLEU7,Dleu7
OR7A10,
EIF3H,Eif3h
MX1,
CREB5,Creb5
LYRM1,Lyrm1
WNT10B,Wnt10b
CHSY1,Chsy1
FBXW8,Fbxw8
PDS5B,Pds5b
NFAM1,Nfam1
CDK8,Cdk8
BCL2L14,Bcl2l14
CNOT9,Cnot9
FAM217A,Fam217a
CAVIN3,Cavin3
C22H2ORF42,C87436
CHDH,Chdh
HDHD5,Hdhd5
KRTCAP3,Krtcap3
KCNH7,Kcnh7
PTH1R,Pth1r
ZEB2,Zeb2
RNF113B,
MPC1,Mpc1
ARGFX,
LDHAL6B,Ldhal6b
TFPT,Tfpt
AMY1C,
AP1AR,Ap1ar
FAM180B,
PDE1A,Pde1a
SLCO5A1,Slco5a1
DUOXA2,Duoxa2
TMA7,Tma7
HSPB2,Hspb2
STPG1,Stpg1
ABCF3,Abcf3
MCF2,Mcf2
IKBIP,Ikbip
CLK1,Clk1
DAAM2,Daam2
TAZ,Taz
TRIM13,Trim13
ZFYVE1,Zfyve1
LRRCC1,Lrrcc1
SLC1A4,Slc1a4
RGS6,Rgs6
FAM111A,Fam111a
RIPK1,Ripk1
BBS4,Bbs4
DHRS4,Dhrs4
MTHFS,Mthfsl
TLE6,Tle6
NDOR1,Ndor1
OR2J3,
GSDMD,Gsdmd
ZFYVE27,Zfyve27
NT5DC2,Nt5dc2
FARSA,Farsa
SCGN,Scgn
PITPNA,Pitpna
STK36,Stk36
HIST1H2B7,Hist1h2bp
CERCAM,Cercam
EPB41L2,Epb41l2
PMPCB,Pmpcb
TMC1,Tmc1
ALKBH6,Alkbh6
GPX5,Gpx5
TMEM5,Tmem5
C28H10orf53,1700024G13Rik
ORC4,Orc4
FSCN2,Fscn2
GATA6,Gata6
SLC41A1,Slc41a1
ITGB5,Itgb5
IL21,Il21
FOXC2,Foxc2
VPS25,Vps25
CMC4,Mtcp1
HHIPL1,Hhipl1
MMP20,Mmp20
PRMT7,Prmt7
GPS2,Gps2
NFKBIE,Nfkbie
AMPD2,Ampd2
GRM2,Grm2
TMPRSS11F,Tmprss11f
HERPUD2,Herpud2
OSER1,Oser1
OR5B17,Olfr1467
RBMS2,Rbms2
NUPR1,Nupr1
GPSM3,Gpsm3
GRPR,Grpr
PYCR3,Pycrl
MRC2,Mrc2
NELFE,Nelfe
OR6C68,Olfr799
TTLL12,Ttll12
GNAI2,Gnai2
C20orf141,1700020A23Rik
MARVELD2,Marveld2
SESN2,Sesn2
NKAP,Nkap
CCDC140,
RBFOX1,Rbfox1
PFKFB1,Pfkfb1
GLRX,Glrx
SDR42E1,Sdr42e1
PRKG1,Prkg1
KCNJ11,Kcnj11
CDCA7,Cdca7
GPR25,Gpr25
LETMD1,Letmd1
TAPBPL,Tapbpl
RETREG1,Retreg1
ZBTB24,Zbtb24
SNAI1,Snai1
PLGRKT,Plgrkt
TMEM229A,Tmem229a
PROK1,Prok1
C1H11ORF54,4931406C07Rik
SMCR8,Smcr8
HIST1H2BD,Hist3h2ba
BTBD16,Btbd16
LOC100996535,
ALG11,Alg11
CDCA5,Cdca5
TMLHE,Tmlhe
HEYL,Heyl
EDN2,Edn2
SFTA3,
RPS24,Rps24
TMEM168,Tmem168
RBBP9,Rbbp9
PPAN,Ppan
LCOR,Lcor
ACO2,Aco2
CLIP4,Clip4
ADIG,
ZNF16,
GAD2,Gad2
KANK1,Kank1
MBLAC1,Mblac1
ATG10,Atg10
LINC01465,
KAT6A,Kat6a
SELENON,Selenon
SCNN1B,Scnn1b
DNAJB14,Dnajb14
FAM110A,Fam110a
ZNF812P,
TMC7,Tmc7
PGPEP1,Pgpep1
CD19,Cd19
MGEA5,Mgea5
NINJ2,Ninj2
SULT1C3,Sult1c1
COPB2,Copb2
TRIM31,Trim31
TIAL1,Tial1
TAF12,Taf12
PKP1,Pkp1
APOA2,Apoa2
ZNF367,Zfp367
MAGOHB,Magohb
FHIT,Fhit
LOC729159,
GNAI1,Gnai1
CCDC22,Ccdc22
ASPM,Aspm
LTBP2,Ltbp2
SLC35A3,Slc35a3
CEP41,Cep41
GLIS1,Glis1
FPGT,Fpgt
SNCAIP,Sncaip
PATE1,Pate1
SSFA2,Ssfa2
USE1,Use1
LOC100507656,Zfp385c
GRM7,Grm7
CASZ1,Casz1
IL1B,Il1b
GFRAL,Gfral
PLA2G12A,Pla2g12a
ARHGEF6,Arhgef6
C1H1orf229,
VPS51,Vps51
TAOK1,Taok1
ABCA10,
PROB1,Prob1
TFDP3,
DYM,Dym
OPALIN,Opalin
GNRH1,Gnrh1
UBE2O,Ube2o
GSX2,Gsx2
NCOA2,Ncoa2
MYADML2,Myadml2
FSTL5,Fstl5
ZFAND1,Zfand1
GADD45B,Gadd45b
TRIP11,Trip11
C1H21ORF59,1110004E09Rik
KRT71,Krt71
SETBP1,Setbp1
URI1,Uri1
KCNJ15,Kcnj15
WIPF1,Wipf1
HOOK2,Hook2
FAM216B,Fam216b
MAB21L1,Mab21l1
GRIA1,Gria1
RDH8,Rdh8
TCP11L2,Tcp11l2
TNKS2,Tnks2
SUN5,Sun5
RAB1B,Rab1b
ETNK1,Etnk1
COPS7B,Cops7b
CBLL1,Cbll1
CTDSPL,Ctdspl
ZCCHC8,Zcchc8
PFKFB3,Pfkfb3
CCDC8,Ccdc8
SP100,
OSBPL8,Osbpl8
OMA1,Oma1
LINC01587,
ODF2L,Odf2l
ZNF521,Zfp521
SRL,Srl
GBP4,Gbp3
ASAH2,Asah2
TPT1,Tpt1
SVBP,Svbp
E2F1,E2f1
RSPH6A,Rsph6a
LOC102723722,
TBX4,Tbx4
MARVELD1,Marveld1
CSTB,Cstb
FBXO4,Fbxo4
LARGE2,Large2
USP43,Usp43
OTUD7A,Otud7a
PCYOX1L,Pcyox1l
ABCB11,Abcb11
atrx,Atrx
LOC101929327,Tdrd12
MCMDC2,Mcmdc2
STARD13,Stard13
GTPBP10,Gtpbp10
ADAMTS6,Adamts6
ZCCHC24,Zcchc24
KCNH2,Kcnh2
MCTP1,Mctp1
ABCG5,Abcg5
DENND6A,Dennd6a
SLC18A3,Slc18a3
WASF3,Wasf3
PPIA,Ppia
OR10Q1,Olfr1494
ANKRD37,Ankrd37
SPATS1,Spats1
CCL21,Gm21541
JPH4,Jph4
SGPP2,Sgpp2
NDUFV3,Ndufv3
MEGF11,Megf11
CPED1,Cped1
MOB1B,Mob1b
MEIOC,Meioc
PROZ,Proz
AZGP1,Azgp1
CDKN2B,Cdkn2b
COL1A1,Col1a1
SLC3A2,Slc3a2
MOGAT3,
TRIM58,Trim58
KLHL17,Klhl17
PCDHGA2,Pcdhga2
CMPK1,Cmpk1
TUBA1A,Tuba1a
CCDC43,Ccdc43
C18H18orf54,4930503L19Rik
CFAP97,Cfap97
LRRC73,Lrrc73
ATP5S,Atp5s
SBK3,Sbk3
BCO1,Bco1
TBRG4,Tbrg4
WDR62,Wdr62
ZBTB7C,Zbtb7c
EBNA1BP2,Ebna1bp2
NKAIN4,Nkain4
MRPL12,Mrpl12
TTLL3,Ttll3
SAR1A,Sar1a
ZNF280B,Zfp280b
CYP20A1,Cyp20a1
KARS,Kars
PTGDS,Ptgds
IL2RG,Il2rg
BBIP1,Bbip1
ASNS,Asns
ETV3L,Etv3l
PIGS,Pigs
HKDC1,Hkdc1
SGCA,Sgca
SLC5A6,Slc5a6
NDUFB11,Ndufb11
CAPN5,Capn5
GIMD1,Gimd1
RTP1,Rtp1
NIN,Nin
CDC20B,Cdc20b
CALY,Caly
PPP1R17,Ppp1r17
ALX3,Alx3
DCHS1,Dchs1
SH3GL1,Sh3gl1
MYL10,Myl10
COX7A1,Cox7a1
TOB2,Tob2
TXNDC17,Txndc17
IL1RAPL2,Il1rapl2
ETV6,Etv6
MTHFD2,Mthfd2
DCDC1,
DRG1,Drg1
RGS1,Rgs1
DSC1,Dsc1
SWAP70,Swap70
AKT1S1,Akt1s1
TBX1,Tbx1
OR5P2,Olfr502
ZNF70,
FLT3LG,Flt3l
LRRC47,Lrrc47
CEP89,Cep89
PNPLA1,Pnpla1
HGFAC,Hgfac
KIR3DL1,
UBAP1L,Ubap1l
WSCD2,Wscd2
TRIM22,
SH3RF2,Sh3rf2
PTGR2,Ptgr2
ANXA1,Anxa1
ATRNL1,Atrnl1
SLC25A25,Slc25a25
SLITRK2,Slitrk2
MANBA,Manba
PYGB,Pygb
WDR63,Wdr63
SYT15,Syt15
HBS1L,Hbs1l
NOS3,Nos3
C3H1orf56,Gm128
SBNO2,Sbno2
NXNL2,Nxnl2
DIS3L,Dis3l
CDK2AP1,Cdk2ap1
DAPL1,Dapl1
MKRN2,Mkrn2
FAM118A,Fam118a
NTN4,Ntn4
APPBP2,Appbp2
NFIL3,Nfil3
PLBD2,Plbd2
TUSC5,Tusc5
TULP1,Tulp1
SLC12A1,Slc12a1
DSN1,Dsn1
STMN1,Stmn1
ENGASE,Engase
VPS53,Vps53
ZNF622,Zfp622
BLOC1S6,Bloc1s6
TXNDC15,Txndc15
CXCR1,Cxcr1
PCSK6,Pcsk6
APOB,Apob
HIST1H3J,Hist1h3g
PABPC1L,Pabpc1l
CCDC144NL,
KRTAP9-7,
CHURC1-FNTB,
MAP2K2,Map2k2
PAQR7,Paqr7
RASSF3,Rassf3
THAP9,
HOXC4,Hoxc4
LGR5,Lgr5
MYBPHL,Mybphl
PATE3,Pate3
XYLB,Xylb
ZNF707,Zfp707
TYW5,Tyw5
PLPP2,Plpp2
PCYOX1,Pcyox1
GPR34,Gpr34
GPR176,Gpr176
IAPP,Iapp
CYSTM1,
IFNAR1,Ifnar1
ZNF804A,Zfp804a
SGTB,Sgtb
CYP19A1,Cyp19a1
COL10A1,Col10a1
CDK9,Cdk9
MAPKBP1,Mapkbp1
SDR39U1,Sdr39u1
STX17,Stx17
GIT1,Git1
SLC44A2,Slc44a2
CD33,
TBX3,Tbx3
NTRK3,Ntrk3
MRPS34,Mrps34
SURF2,Surf2
ZNF607,
CHN2,Chn2
MBL2,Mbl2
EMC3,Emc3
YPEL4,Ypel4
ZW10,Zw10
AVPR2,Avpr2
KRT2,
DEFB118,
POLD1,Pold1
TCL1A,Tcl1
OR1Q1,Olfr357
PHLDB2,Phldb2
RASL11A,Rasl11a
SUCNR1,Sucnr1
HLA-DOB,H2-Ob
DNAJC10,Dnajc10
HAUS8,Haus8
STK26,Stk26
CC2D1A,Cc2d1a
UGT8,Ugt8a
OR12D2,Olfr102
PTTG1IP,Pttg1ip
OPHN1,Ophn1
MUC13,Muc13
SPTSSB,Sptssb
SCUBE3,Scube3
TRNAU1AP,Trnau1ap
SLC35C2,Slc35c2
TLN2,Tln2
PHF7,Phf7
PNPLA3,Pnpla3
GOLGA7,Golga7
IRF9,Irf9
ATG9A,Atg9a
STK25,Stk25
ZNF534,
CCT8L2,Cct8l1
C19H17orf97,1700016K19Rik
ZNF610,
MRFAP1,Mrfap1
CHRNE,Chrne
SAP30L,Sap30l
OR5H2,Olfr196
C27H8orf48,AI429214
LOC101059976,
TPO,Tpo
USP47,Usp47
CDK5R1,Cdk5r1
CDKN2AIP,Cdkn2aip
PLAGL2,Plagl2
SLC51B,Slc51b
C13H20orf144,1700003F12Rik
TMEM232,Tmem232
YME1L1,Yme1l1
FTO,Fto
TGFBR3L,Tgfbr3l
PPIL3,Ppil3
COIL,Coil
EYA2,Eya2
CINP,Cinp
SRC,Src
RBM11,Rbm11
ZNF552,
GPR155,Gpr155
FLVCR1,Flvcr1
FAM46D,Fam46d
TPX2,Tpx2
TPM2,
TMEM63B,Tmem63b
CDK17,Cdk17
LOC101930171,
CHCHD4,Chchd4
PLEKHH1,Plekhh1
SIL1,Sil1
TJAP1,Tjap1
MMAB,Mmab
RYK,Ryk
SCN5A,Scn5a
ITSN2,Itsn2
NDFIP1,Ndfip1
PTPRN2,Ptprn2
SCGB1A1,Scgb1a1
TSPO2,Tspo2
ALKBH2,Alkbh2
TRAM2,Tram2
CYP2C18,Cyp2c55
MSANTD1,Msantd1
GAL,Gal
SGO1,Sgo1
SART1,Sart1
KRTAP4-4,
GABRA2,Gabra2
CXCR6,Cxcr6
EIF1AY,Eif1ax
ZNF354B,Zfp354b
RHOD,Rhod
DIDO1,Dido1
SETD5,Setd5
RAB30,Rab30
SLC25A4,Slc25a4
TRIM11,Trim11
HIST1H4E,
FBXL4,Fbxl4
AMELX,
LOC100996273,
RAD9A,Rad9a
LCP1,Lcp1
CACUL1,Cacul1
TNK2,Tnk2
BECN1,Becn1
TRIM62,Trim62
CRBN,Crbn
NPAS3,Npas3
MYO9A,Myo9a
FAM89A,Fam89a
SGF29,Sgf29
KRT37,
SIGLEC14,
SLC19A3,Slc19a3
GSC,Gsc
FRMPD1,Frmpd1
DHX57,Dhx57
SMC2,Smc2
INHBC,Inhbc
NOP14,Nop14
OR2B3,
CISD2,Cisd2
SPATA2L,Spata2l
WRAP53,Wrap53
FOXP2,
GALNT9,Galnt9
CRYBA2,Cryba2
ZNF302,
SMG1,Smg1
SLC5A4,
C23H6orf47,D17H6S53E
CEBPD,Cebpd
CDH26,Cdh26
RLIM,Rlim
RASGEF1A,Rasgef1a
AGBL3,Agbl3
EVI5,Evi5
CAPZB,Capzb
FGF23,Fgf23
ZNF227,
IL26,
SUPT4H1,Supt4a
ADIPOQ,Adipoq
FGF22,Fgf22
GYS2,Gys2
STEAP4,Steap4
TMEM134,Tmem134
MRPL53,Mrpl53
KDM3A,Kdm3a
MINDY1,Mindy1
CLIC2,
ZSCAN20,Zscan20
CACNG3,Cacng3
CATIP,
GPX8,Gpx8
TTC23L,Ttc23l
OR4M1,Olfr734
ZNF708,
VPREB1,Vpreb2
SP1,Sp1
TBL2,Tbl2
SH2D1A,Sh2d1a
JOSD2,Josd2
TNS1,Tns1
DNM2,Dnm2
AWAT1,Awat1
IL23R,Il23r
CRAT,Crat
ACP6,Acp6
ARL4D,Arl4d
MS4A14,
CCDC129,Ccdc129
TEX26,Tex26
LYSMD1,Lysmd1
PYGO1,Pygo1
KIAA1147,E330009J07Rik
IFNA13,
FAM227A,Fam227a
SPARC,Sparc
DAB2IP,Dab2ip
C10H10orf131,
ADAM7,Adam7
PRAMEF19,
CCDC38,Ccdc38
LCN1,
MAGEA1,
BAG1,Bag1
OR10G7,Olfr978
KRTAP10-10,
LDOC1,Ldoc1
CES1,Ces1d
DMRTB1,Dmrtb1
PIGN,Pign
TOMM7,Tomm7
EDC3,Edc3
KCNIP1,Kcnip1
TRABD,Trabd
POLB,Polb
VCL,Vcl
SLC35D3,Slc35d3
MERTK,Mertk
SARDH,Sardh
MAMDC4,Mamdc4
ESX1,
PDZK1,Pdzk1
SLC2A10,Slc2a10
EIF3D,Eif3d
CEP97,Cep97
DPF2,Dpf2
DPP4,Dpp4
ZNF479,
ARHGDIG,Arhgdig
GNB1,Gnb1
VPS4A,Vps4a
MAFA,Mafa
CDKN2D,Cdkn2d
PRSS58,Prss58
CUL9,Cul9
KIFC3,Kifc3
LEUTX,
CXXC4,Cxxc4
FBLN7,Fbln7
PCNT,
BAG5,Bag5
FCHSD2,Fchsd2
DAND5,Dand5
ITGA9,Itga9
SORCS3,Sorcs3
GPR173,Gpr173
ZWINT,Zwint
ZNF654,Zfp654
CD80,Cd80
HSD17B8,H2-Ke6
ZNF267,D3Ertd254e
PPM1K,Ppm1k
KLK7,Klk7
CCNF,Ccnf
CCSAP,Ccsap
BAP1,Bap1
TSC22D3,Tsc22d3
ZNF577,
OR4C16,Olfr1209
METTL25,Mettl25
CCNK,Ccnk
EFEMP1,Efemp1
OR5AR1,Olfr1019
TBX15,Tbx15
SNAP47,Snap47
EFCAB3,Efcab3
ERN2,Ern2
POLK,Polk
MORC2,Morc2a
METTL26,Mettl26
MEGF9,Megf9
CLPSL2,Clpsl2
PRR23C,
MDM4,Mdm4
CYYR1,Cyyr1
TARP,
SELENBP1,Selenbp2
LYRM4,Lyrm4
OVOL1,Ovol1
APOBEC3G,
TMEM231,Tmem231
RERGL,Rergl
SAXO2,Saxo2
VWA5B2,Vwa5b2
OR2B6,Olfr11
FERD3L,Ferd3l
CFAP99,Cfap99
LILRA4,
PMFBP1,Pmfbp1
NQO1,Nqo1
PGP,Pgp
MAPK8IP2,Mapk8ip2
CSDE1,Csde1
DMXL1,Dmxl1
OPN1LW,Opn1mw
MON1A,Mon1a
STX8,Stx8
PAQR4,Paqr4
KLK12,Klk12
PAPOLA,Papola
AARS,Aars
MYH8,Myh8
OR8S1,
CYBA,Cyba
NPSR1,Npsr1
PTPRG,Ptprg
ABI3,Abi3
ADGRL3,Adgrl3
CHSY3,Chsy3
NR1D1,Nr1d1
EXPH5,Exph5
RANBP1,Ranbp1
